PROJECT,TRAINING-RELEASES,TEST-RELEASE,CLASSIFIER,FEATURE-SELECTION,BALANCING,COST-SENSITIVE,%-TRAINING,PRECISION,RECALL,AUC,KAPPA,ACCURACY,TRUE-NEGATIVE,TRUE-POSITIVE,FALSE-POSITIVE,FALSE-NEGATIVE
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,NO_BALANCING,SENSITIVE_THRESHOLD,76.09860664523043,0.21608040201005024,0.86,0.733030303030303,0.20247054435351186,63.45291479820628,240.0,43.0,156.0,7.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,81.52444076222038,0.2054794520547945,0.9,0.7403535353535353,0.1859820135815812,59.865470852017935,222.0,45.0,174.0,5.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,81.52444076222038,0.2054794520547945,0.9,0.7403535353535353,0.1859820135815812,59.865470852017935,222.0,45.0,174.0,5.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,81.52444076222038,0.2054794520547945,0.9,0.7303030303030303,0.1859820135815812,59.865470852017935,222.0,45.0,174.0,5.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,66.16084977238239,0.15841584158415842,0.96,0.6580303030303031,0.09844421022825593,42.37668161434978,141.0,48.0,255.0,2.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,66.16084977238239,0.15841584158415842,0.96,0.6580303030303031,0.09844421022825593,42.37668161434978,141.0,48.0,255.0,2.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,66.16084977238239,0.15841584158415842,0.96,0.6580303030303031,0.09844421022825593,42.37668161434978,141.0,48.0,255.0,2.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,SMOTE,NO_COST_SENSITIVE,81.52444076222038,0.20754716981132076,0.88,0.7278787878787879,0.1886839794254171,60.98654708520179,228.0,44.0,168.0,6.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,SMOTE,SENSITIVE_LEARNING,81.52444076222038,0.20754716981132076,0.88,0.7278787878787879,0.1886839794254171,60.98654708520179,228.0,44.0,168.0,6.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,SMOTE,SENSITIVE_THRESHOLD,81.52444076222038,0.20754716981132076,0.88,0.7278787878787879,0.1886839794254171,60.98654708520179,228.0,44.0,168.0,6.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,NO_BALANCING,NO_COST_SENSITIVE,76.09860664523043,0.48148148148148145,0.78,0.8428030303030303,0.5303024281683424,88.11659192825113,354.0,39.0,42.0,11.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,NO_BALANCING,SENSITIVE_LEARNING,76.09860664523043,0.48148148148148145,0.78,0.8428030303030303,0.5303024281683424,88.11659192825113,354.0,39.0,42.0,11.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,NO_BALANCING,SENSITIVE_THRESHOLD,76.09860664523043,0.48148148148148145,0.78,0.8369696969696969,0.5303024281683424,88.11659192825113,354.0,39.0,42.0,11.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,81.52444076222038,0.47619047619047616,0.8,0.8539141414141415,0.5311112841678995,87.89237668161435,352.0,40.0,44.0,10.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,81.52444076222038,0.47619047619047616,0.8,0.8539141414141415,0.5311112841678995,87.89237668161435,352.0,40.0,44.0,10.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,81.52444076222038,0.47619047619047616,0.8,0.8444444444444444,0.5311112841678995,87.89237668161435,352.0,40.0,44.0,10.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,66.16084977238239,0.4326923076923077,0.9,0.8755050505050505,0.5102601056893831,85.65022421524664,337.0,45.0,59.0,5.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,66.16084977238239,0.4326923076923077,0.9,0.8755050505050505,0.5102601056893831,85.65022421524664,337.0,45.0,59.0,5.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,66.16084977238239,0.4326923076923077,0.9,0.8755050505050505,0.5102601056893831,85.65022421524664,337.0,45.0,59.0,5.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,SMOTE,NO_COST_SENSITIVE,81.52444076222038,0.3565217391304348,0.82,0.8183838383838384,0.4038009341278789,81.39013452914799,322.0,41.0,74.0,9.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,SMOTE,SENSITIVE_LEARNING,81.52444076222038,0.3565217391304348,0.82,0.8183838383838384,0.4038009341278789,81.39013452914799,322.0,41.0,74.0,9.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,BEST_FIRST,SMOTE,SENSITIVE_THRESHOLD,81.52444076222038,0.3565217391304348,0.82,0.8165656565656566,0.4038009341278789,81.39013452914799,322.0,41.0,74.0,9.0
